epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,31.3485,0.71303,2.90232,1.59329,0.54143,0.44952,0.33319,0.27772,0.61861,2.27621,1.82321,0.000212339,0.000212339,0.000212339
18,33.3093,0.66962,2.77868,1.57301,0.53006,0.44952,0.34175,0.28403,0.60675,2.27032,1.81674,0.000218458,0.000218458,0.000218458
19,35.0746,0.68781,2.74532,1.63994,0.33812,0.49429,0.34752,0.2923,0.60328,2.29124,1.80852,0.000223844,0.000223844,0.000223844
20,36.8473,0.66339,2.57408,1.55471,0.35708,0.56286,0.35168,0.29776,0.57891,2.28174,1.83556,0.000228498,0.000228498,0.000228498
21,38.7039,0.62818,2.34858,1.56805,0.38419,0.53669,0.36332,0.31752,0.56417,2.26581,1.88247,0.00022348,0.00022348,0.00022348
22,40.5336,0.64339,2.42489,1.57524,0.4068,0.53619,0.36915,0.32342,0.55991,2.2419,1.86027,0.000216154,0.000216154,0.000216154
23,42.3468,0.62881,2.32815,1.57186,0.29551,0.51333,0.37863,0.33038,0.56841,2.21297,1.88131,0.000208828,0.000208828,0.000208828
24,44.1494,0.69663,2.30685,1.56115,0.34867,0.48854,0.41399,0.36328,0.55726,2.22408,1.74376,0.000201502,0.000201502,0.000201502
25,45.9141,0.63227,2.1484,1.56983,0.34789,0.50562,0.41788,0.36392,0.55124,2.19808,1.70418,0.000194176,0.000194176,0.000194176
26,47.6698,0.61246,2.00981,1.46439,0.3737,0.50857,0.42467,0.3727,0.5492,2.15949,1.6695,0.00018685,0.00018685,0.00018685
27,49.5523,0.5872,2.03945,1.46629,0.37801,0.53011,0.43083,0.38186,0.53697,2.1454,1.64443,0.000179524,0.000179524,0.000179524
28,51.3717,0.62303,2.03545,1.51608,0.46828,0.48695,0.45172,0.3967,0.53817,2.1409,1.74821,0.000172198,0.000172198,0.000172198
29,53.1039,0.59097,1.99849,1.59217,0.40955,0.48605,0.45156,0.39599,0.54579,2.17254,1.85481,0.000164872,0.000164872,0.000164872
30,54.6196,0.57269,1.90687,1.50924,0.37659,0.50095,0.44784,0.38817,0.54599,2.22303,1.83738,0.000157546,0.000157546,0.000157546
31,56.1306,0.59136,1.90065,1.40543,0.44029,0.47563,0.45661,0.39646,0.54943,2.25859,1.73884,0.00015022,0.00015022,0.00015022
32,58.1304,0.57755,1.89537,1.43348,0.40835,0.56684,0.45788,0.40678,0.55873,2.33684,1.6115,0.000142894,0.000142894,0.000142894
33,60.0433,0.58973,1.76104,1.44897,0.41604,0.57634,0.46649,0.41632,0.55567,2.30301,1.6267,0.000135568,0.000135568,0.000135568
34,61.8675,0.54361,1.78038,1.379,0.40977,0.61511,0.47398,0.419,0.5526,2.3014,1.62655,0.000128242,0.000128242,0.000128242
35,63.6677,0.56576,1.73641,1.38681,0.41985,0.61326,0.48267,0.4228,0.55591,2.30488,1.62737,0.000120916,0.000120916,0.000120916
36,65.5795,0.6114,1.81989,1.46967,0.40493,0.59596,0.4928,0.43038,0.5776,2.3335,1.68379,0.00011359,0.00011359,0.00011359
37,67.3438,0.56236,1.64487,1.40443,0.40836,0.61702,0.50575,0.43957,0.56027,2.36155,1.6643,0.000106264,0.000106264,0.000106264
38,69.1001,0.58097,1.6388,1.41835,0.40739,0.61863,0.50855,0.44879,0.54391,2.3375,1.63699,9.8938e-05,9.8938e-05,9.8938e-05
39,70.8518,0.57108,1.62733,1.55538,0.49215,0.51126,0.51333,0.45619,0.53476,2.32941,1.63221,9.1612e-05,9.1612e-05,9.1612e-05
40,72.6976,0.53871,1.59383,1.34713,0.5193,0.54058,0.51198,0.46287,0.53903,2.32674,1.59003,8.4286e-05,8.4286e-05,8.4286e-05
41,100.597,0.42656,1.56174,1.30683,0.50193,0.54476,0.51278,0.4514,0.54647,2.34232,1.5875,7.696e-05,7.696e-05,7.696e-05
42,102.157,0.43595,1.61904,1.39519,0.50658,0.54414,0.51104,0.45509,0.54485,2.33578,1.58922,6.9634e-05,6.9634e-05,6.9634e-05
43,103.679,0.39529,1.53068,1.34233,0.49677,0.54812,0.51079,0.45241,0.54236,2.34287,1.58367,6.2308e-05,6.2308e-05,6.2308e-05
44,105.399,0.39589,1.56619,1.3319,0.49022,0.53811,0.50865,0.45746,0.55692,2.38029,1.63457,5.4982e-05,5.4982e-05,5.4982e-05
45,107.084,0.40653,1.59389,1.37947,0.63226,0.52493,0.50605,0.45693,0.56491,2.40422,1.66125,4.7656e-05,4.7656e-05,4.7656e-05
46,108.607,0.3747,1.43555,1.24219,0.62934,0.52783,0.49683,0.44118,0.56643,2.4139,1.70156,4.033e-05,4.033e-05,4.033e-05
47,110.22,0.37289,1.48587,1.32992,0.63506,0.54317,0.49801,0.44439,0.56212,2.43194,1.72006,3.3004e-05,3.3004e-05,3.3004e-05
48,111.785,0.38681,1.42605,1.34221,0.60818,0.57754,0.49757,0.44321,0.5586,2.43242,1.73306,2.5678e-05,2.5678e-05,2.5678e-05
49,113.395,0.38577,1.51605,1.32427,0.6076,0.58641,0.49711,0.44479,0.55602,2.42418,1.72559,1.8352e-05,1.8352e-05,1.8352e-05
50,114.889,0.36381,1.46078,1.33271,0.6034,0.58878,0.49715,0.44168,0.55482,2.42156,1.71066,1.1026e-05,1.1026e-05,1.1026e-05
