epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,96.0902,0.83965,1.91677,1.90751,0.75693,0.49133,0.64778,0.5675,0.6598,1.17711,1.64404,0.000346433,0.000346433,0.000346433
28,99.3799,0.78719,1.79032,1.83139,0.8008,0.52381,0.66574,0.57899,0.65241,1.14969,1.57935,0.000332296,0.000332296,0.000332296
29,102.609,0.69706,1.64456,1.74731,0.41206,0.89286,0.77878,0.69924,0.6174,1.11716,1.70916,0.000318158,0.000318158,0.000318158
30,106.052,0.89837,1.83513,1.95379,0.5774,0.71429,0.90418,0.80805,0.60243,1.11328,1.7811,0.000304021,0.000304021,0.000304021
31,109.52,0.90826,1.74736,2.03954,0.57478,0.71429,0.88883,0.79471,0.59518,1.11185,1.77403,0.000289884,0.000289884,0.000289884
32,112.75,0.63285,1.60472,1.54794,0.59924,0.85714,0.91881,0.83668,0.58938,1.10575,1.80411,0.000275747,0.000275747,0.000275747
33,116.193,0.68297,1.57534,1.5852,0.76144,0.7751,0.9552,0.84922,0.58667,1.0949,1.79151,0.00026161,0.00026161,0.00026161
34,119.716,0.67316,2.46286,1.56661,0.84148,0.76187,0.9569,0.85707,0.57567,1.06847,1.78297,0.000247472,0.000247472,0.000247472
35,123.217,0.91411,2.00253,1.98214,0.87082,0.73461,0.89516,0.7998,0.56998,1.01077,1.76632,0.000233335,0.000233335,0.000233335
36,126.421,0.73387,1.67441,1.80024,0.89117,0.71177,0.89516,0.79566,0.58286,0.96621,1.69588,0.000219198,0.000219198,0.000219198
37,129.689,0.69617,1.40263,1.77004,0.88556,0.73534,0.89429,0.79832,0.56951,0.93777,1.56367,0.000205061,0.000205061,0.000205061
38,132.887,0.6578,1.38244,2.02074,0.88154,0.72853,0.97607,0.8788,0.57838,0.91345,1.54357,0.000190924,0.000190924,0.000190924
39,136.377,0.72991,1.51307,1.71057,0.88366,0.74126,0.97607,0.88177,0.57944,0.91315,1.54908,0.000176786,0.000176786,0.000176786
40,139.81,0.69033,1.31641,1.75222,0.89272,0.76656,0.98321,0.8905,0.56473,0.90256,1.55369,0.000162649,0.000162649,0.000162649
41,166.739,0.57459,1.43117,1.62522,0.89387,0.76085,0.98321,0.91233,0.53674,0.89471,1.53156,0.000148512,0.000148512,0.000148512
42,170.238,0.57461,1.61479,1.5823,0.86106,0.71825,0.9594,0.89288,0.52094,0.89644,1.50952,0.000134375,0.000134375,0.000134375
43,173.439,0.57079,1.45979,1.7338,0.57419,0.95335,0.9594,0.90021,0.51806,0.88206,1.50446,0.000120238,0.000120238,0.000120238
44,176.781,0.53612,1.47136,1.68884,0.60507,0.96577,0.9594,0.87833,0.52637,0.87176,1.50065,0.0001061,0.0001061,0.0001061
45,179.954,0.53589,1.25258,1.82408,0.60564,0.94161,0.9594,0.87976,0.52242,0.86222,1.48794,9.19632e-05,9.19632e-05,9.19632e-05
46,183.159,0.54984,1.50566,2.34378,0.62147,0.92881,0.9594,0.87862,0.50856,0.84764,1.48946,7.7826e-05,7.7826e-05,7.7826e-05
47,186.354,0.47272,1.19195,1.47683,0.63904,0.92857,0.9594,0.88612,0.48904,0.83166,1.49254,6.36888e-05,6.36888e-05,6.36888e-05
48,189.554,0.46725,1.21439,1.65226,0.72209,0.99622,0.98321,0.92175,0.47733,0.81852,1.49718,4.95516e-05,4.95516e-05,4.95516e-05
49,192.972,0.48122,1.15711,1.51437,0.73608,0.9971,0.98321,0.92997,0.46914,0.80497,1.50637,3.54144e-05,3.54144e-05,3.54144e-05
50,196.411,0.49293,1.35985,1.65222,0.74784,1,0.97143,0.92758,0.47243,0.80093,1.51359,2.12772e-05,2.12772e-05,2.12772e-05
