epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,294.329,0.89837,1.83513,1.95379,0.53217,0.70625,0.56402,0.49717,0.32147,95.0363,1.02189,0.000304021,0.000304021,0.000304021
31,301.646,0.90826,1.74736,2.03954,0.52966,0.70969,0.5738,0.50536,0.32022,95.4833,1.02228,0.000289884,0.000289884,0.000289884
32,308.812,0.63285,1.60472,1.54794,0.48239,0.79136,0.56999,0.50203,0.32135,96.6688,1.02801,0.000275747,0.000275747,0.000275747
33,315.937,0.68297,1.57534,1.5852,0.40728,0.80584,0.56788,0.50642,0.31116,91.6854,1.02206,0.00026161,0.00026161,0.00026161
34,323.212,0.67316,2.46286,1.56661,0.42608,0.81597,0.56127,0.50535,0.30015,85.1151,1.01484,0.000247472,0.000247472,0.000247472
35,330.14,0.91411,2.00253,1.98214,0.54853,0.72692,0.54954,0.4978,0.29581,77.8429,1.02822,0.000233335,0.000233335,0.000233335
36,337.364,0.73387,1.67441,1.80024,0.53957,0.71366,0.57126,0.51869,0.29537,73.6906,1.04669,0.000219198,0.000219198,0.000219198
37,344.644,0.69617,1.40263,1.77004,0.61705,0.65564,0.58838,0.53795,0.28701,65.4343,1.03832,0.000205061,0.000205061,0.000205061
38,351.733,0.6578,1.38244,2.02074,0.57012,0.75878,0.61238,0.55929,0.29071,60.6185,1.01748,0.000190924,0.000190924,0.000190924
39,358.654,0.72991,1.51307,1.71057,0.59749,0.73113,0.62222,0.56599,0.29602,57.643,1.01639,0.000176786,0.000176786,0.000176786
40,365.334,0.69033,1.31641,1.75222,0.60229,0.7429,0.62419,0.56664,0.29198,56.9757,1.0221,0.000162649,0.000162649,0.000162649
41,394.842,0.57459,1.43117,1.62522,0.61756,0.73934,0.62568,0.57322,0.28848,56.5624,1.01879,0.000148512,0.000148512,0.000148512
42,401.776,0.57461,1.61479,1.5823,0.61079,0.74992,0.64049,0.58376,0.28459,53.9377,1.0124,0.000134375,0.000134375,0.000134375
43,408.667,0.57079,1.45979,1.7338,0.6112,0.7526,0.62859,0.57162,0.28304,52.6739,1.00622,0.000120238,0.000120238,0.000120238
44,415.16,0.53612,1.47136,1.68884,0.61756,0.77182,0.64653,0.59119,0.28406,52.0622,1.00659,0.0001061,0.0001061,0.0001061
45,421.847,0.53589,1.25258,1.82408,0.62484,0.79493,0.64202,0.58628,0.28765,52.131,1.01161,9.19632e-05,9.19632e-05,9.19632e-05
46,428.459,0.54984,1.50566,2.34378,0.62156,0.77499,0.63981,0.5888,0.2802,53.9051,1.01487,7.7826e-05,7.7826e-05,7.7826e-05
47,434.997,0.47272,1.19195,1.47683,0.62192,0.77519,0.64655,0.59614,0.26729,55.3368,1.00983,6.36888e-05,6.36888e-05,6.36888e-05
48,441.796,0.46725,1.21439,1.65226,0.62977,0.7958,0.64328,0.59576,0.25921,56.6947,1.0069,4.95516e-05,4.95516e-05,4.95516e-05
49,448.239,0.48122,1.15711,1.51437,0.62997,0.79606,0.65363,0.60564,0.25109,59.6316,1.00459,3.54144e-05,3.54144e-05,3.54144e-05
50,454.962,0.49293,1.35985,1.65222,0.48926,0.95256,0.64791,0.60309,0.24747,62.6983,1.00044,2.12772e-05,2.12772e-05,2.12772e-05
